time,phi,theta,psi,p,q,r,vtas,Mach,alpha,beta,gamma,Ax,Ay,Az,da,de,dr,dta,dte,dtr,flaps,gear,Tc1,Tc2,u_n,v_n,w_n
0.13,3.03855619640184e-12,0.0651193893719327,6.35821039259356e-12,5.65792486263821e-11,-1.9698323232069e-11,8.46998333946417e-11,124.999999999831,0.408520496222442,0.0651193895910847,8.95791862601577e-09,-2.1915190018292e-10,0.636452405331477,-6.79270499247088e-08,-9.75980465000355,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999831,1.12050988841086e-06,2.7393987522828e-08
0.14,3.70136877928087e-12,0.0651193893716916,7.22333238636674e-12,6.48064113834077e-11,-2.8687781868064e-11,8.78771250573492e-11,124.999999999819,0.408520496222402,0.0651193896067085,8.95166970856886e-09,-2.35016855754451e-10,0.636452405460252,-6.7811946899796e-08,-9.75980465166892,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999819,1.11983152254756e-06,2.93771069692639e-08
0.15,4.4508087400276e-12,0.0651193893713559,8.11787918229041e-12,7.35185623123469e-11,-3.86057099453158e-11,9.05734580772961e-11,124.999999999808,0.408520496222363,0.0651193896221051,8.94540671611984e-09,-2.50749209840636e-10,0.636452405587204,-6.76980479251419e-08,-9.75980465330828,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999808,1.11915437076729e-06,3.13436512300314e-08
0.16,5.29131707311897e-12,0.0651193893709165,9.03706755742605e-12,8.26960424245772e-11,-4.94236560343656e-11,9.27963639278742e-11,124.999999999797,0.408520496222325,0.0651193896372676,8.93913468503482e-09,-2.66351136702247e-10,0.636452405712274,-6.75855710670106e-08,-9.75980465492092,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999797,1.11847842858911e-06,3.32938920877268e-08
0.17,6.22713981185519e-12,0.0651193893703645,9.97619640176287e-12,9.23184786336928e-11,-6.11131090748671e-11,9.45546684426565e-11,124.999999999786,0.408520496222288,0.0651193896521892,8.93285854390018e-09,-2.81824725334928e-10,0.636452405835406,-6.74747079415569e-08,-9.75980465650619,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999786,1.11780368990961e-06,3.52280906668057e-08
0.18,7.26232250953908e-12,0.0651193893696914,1.09306588006971e-11,1.02364948076708e-10,-7.3645509056561e-11,9.58583171642511e-11,124.999999999775,0.408520496222251,0.0651193896668637,8.92658310295172e-09,-2.97172235264577e-10,0.636452405956547,-6.73656259546967e-08,-9.75980465806344,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999775,1.11713014723671e-06,3.71465294080053e-08
0.19,8.40070617165069e-12,0.0651193893688889,1.18959524461935e-11,1.12814125976169e-10,-8.69922771756301e-11,9.67182162317097e-11,124.999999999765,0.408520496222215,0.0651193896812849,8.92031304509353e-09,-3.12395997071367e-10,0.636452406075646,-6.72584703725169e-08,-9.75980465959208,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999765,1.11645779190152e-06,3.90494996338475e-08
0.2,9.64592449096229e-12,0.0651193893679489,1.28676885262258e-11,1.23644418385985e-10,-1.01124834470749e-10,9.71460876004092e-11,124.999999999755,0.40852049622218,0.0651193896954472,8.91405291836137e-09,-3.27498227648635e-10,0.636452406192654,-6.71533662344662e-08,-9.75980466109154,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999755,1.11578661424992e-06,4.09372784559991e-08
0.21,1.10014022496993e-11,0.0651193893668639,1.38415992304527e-11,1.34834081063056e-10,-1.16014623302432e-10,9.7154337476628e-11,124.999999999745,0.408520496222145,0.0651193897093452,8.907807129697e-09,-3.42481357052536e-10,0.636452406307527,-6.70504201207029e-08,-9.75980466256132,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999745,1.11511660381557e-06,4.28101696314798e-08
0.22,1.24703547640989e-11,0.0651193893656262,1.48135439993008e-11,1.4636132561336e-10,-1.3163313083792e-10,9.67559369310476e-11,124.999999999736,0.408520496222112,0.065119389722974,8.9015799399101e-09,-3.57347772706663e-10,0.636452406420221,-6.69497217841706e-08,-9.75980466400089,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999736,1.11444774947581e-06,4.46684715882384e-08
0.23,1.40557882571158e-11,0.0651193893642289,1.57795146336347e-11,1.58204413974446e-10,-1.47951905798173e-10,9.59643137315577e-11,124.999999999726,0.408520496222079,0.0651193897363287,8.89537545971455e-09,-3.72099862034606e-10,0.636452406530696,-6.685134565722e-08,-9.75980466540982,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999726,1.11378003959183e-06,4.6512482754224e-08
0.24,1.57605010546335e-11,0.0651193893626649,1.67356393729325e-11,1.70341742215885e-10,-1.6494258458162e-10,9.47932545064691e-11,124.999999999718,0.408520496222048,0.0651193897494051,8.88919764673453e-09,-3.86740197201071e-10,0.636452406638917,-6.67553522419021e-08,-9.75980466678769,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999718,1.11311346213454e-06,4.83425246500246e-08
0.25,1.75870855094209e-11,0.0651193893609279,1.76781860413139e-11,1.82751914564604e-10,-1.82576908289362e-10,9.32568164148918e-11,124.999999999709,0.408520496222017,0.0651193897621991,8.88305030338446e-09,-4.01271194051357e-10,0.636452406744846,-6.66617893924071e-08,-9.7598046681341,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999709,1.1124480047971e-06,5.01588992563029e-08
0.26,1.9537930565274e-11,0.0651193893590113,1.86035643528259e-11,1.95413808492883e-10,-2.00826734023074e-10,9.13692475620012e-11,124.999999999701,0.408520496221988,0.0651193897747068,8.87693707553469e-09,-4.15695438961023e-10,0.636452406848453,-6.6570693497525e-08,-9.75980466944871,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999701,1.11178365509548e-06,5.19619298700036e-08
0.27,2.16152248813607e-11,0.0651193893569094,1.95083274600381e-11,2.08306631642634e-10,-2.19664071097041e-10,8.91449154535092e-11,124.999999999693,0.408520496221959,0.0651193897869249,8.87086145188157e-09,-4.30015489883917e-10,0.636452406949707,-6.64820905704375e-08,-9.7598046707312,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999693,1.11112040045787e-06,5.37519362353578e-08
0.28,2.38209604437739e-11,0.0651193893546162,2.03891728231973e-11,2.21409971300081e-10,-2.39061081498634e-10,8.65982428361896e-11,124.999999999686,0.408520496221932,0.0651193897988501,8.86482676394764e-09,-4.44233918984744e-10,0.636452407048581,-6.63959972526386e-08,-9.75980467198127,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999686,1.11045822830397e-06,5.55292398729534e-08
0.29,2.61569365977561e-11,0.0651193893521264,2.12429424708895e-11,2.34703837079859e-10,-2.58990109462862e-10,8.37436503200739e-11,124.999999999679,0.408520496221906,0.0651193898104797,8.85883618664366e-09,-4.58353355271624e-10,0.636452407145051,-6.63124217382894e-08,-9.75980467319867,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999679,1.10979712611499e-06,5.72941694088058e-08
0.3,2.8624764440005e-11,0.0651193893494347,2.20666227173332e-11,2.48168697426416e-10,-2.79423692379029e-10,8.05955052231814e-11,124.999999999672,0.408520496221882,0.0651193898218111,8.85289273932966e-09,-4.7237642775268e-10,0.636452407239092,-6.62313646248683e-08,-9.75980467438317,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999672,1.1091370814953e-06,5.90470534689302e-08
0.31,3.12258715159626e-11,0.0651193893465363,2.28573433960361e-11,2.61785510493241e-10,-3.00334584737704e-10,7.71680761216534e-11,124.999999999666,0.408520496221858,0.0651193898328421,8.8469992873178e-09,-4.86305779646889e-10,0.636452407330688,-6.61528196955568e-08,-9.75980467553457,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999666,1.10847808222619e-06,6.07882224556988e-08
0.32,3.39615067720474e-11,0.0651193893434265,2.36123766645635e-11,2.75535749916561e-10,-3.21695765533589e-10,7.34754926271258e-11,124.999999999661,0.408520496221836,0.0651193898435706,8.84115854376443e-09,-5.00144054173227e-10,0.636452407419819,-6.60767746384128e-08,-9.75980467665274,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999661,1.10782011631276e-06,6.25180067714837e-08
0.33,3.68327457174472e-11,0.065119389340101,2.43291354305573e-11,2.89401425959472e-10,-3.43480460889045e-10,6.95317099493293e-11,124.999999999656,0.408520496221816,0.0651193898539949,8.83537307190336e-09,-5.13893951394091e-10,0.63645240750647,-6.60032117070223e-08,-9.7598046777375,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999656,1.10716317202431e-06,6.42367439240843e-08
0.34,3.98404957543869e-11,0.0651193893365556,2.50051714448867e-11,3.03365102464837e-10,-3.65662155531954e-10,6.5350477835453e-11,124.999999999651,0.408520496221797,0.0651193898641137,8.82964528757633e-09,-5.2755815716102e-10,0.636452407590628,-6.59321083269852e-08,-9.75980467878877,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999651,1.10650723792896e-06,6.59447696449433e-08
0.35,4.29855016397324e-11,0.0651193893327865,2.56381731038754e-11,3.17409910020358e-10,-3.88214609961587e-10,6.09453135089123e-11,124.999999999647,0.408520496221779,0.0651193898739258,8.82397746202074e-09,-5.41139314692993e-10,0.636452407672283,-6.5863437652276e-08,-9.75980467980648,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999647,1.10585230292295e-06,6.76424143364329e-08
0.36,4.62683510444264e-11,0.0651193893287901,2.62259629989136e-11,3.31519555706985e-10,-4.11111872553619e-10,5.63294782590239e-11,124.999999999643,0.408520496221764,0.0651193898834303,8.81837172487804e-09,-5.54640166684968e-10,0.636452407751426,-6.57971690752332e-08,-9.75980468079058,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999643,1.10519835625514e-06,6.93300208354231e-08
0.37,4.96894801805951e-11,0.0651193893245632,2.67664952484098e-11,3.45678329771875e-10,-4.34328297030961e-10,5.15159573598453e-11,124.99999999964,0.40852049622175,0.0651193898926266,8.81283006738941e-09,-5.68063413199342e-10,0.636452407828049,-6.57332686936601e-08,-9.75980468174104,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.99999999964,1.10454538754729e-06,7.10079266497132e-08
0.38,5.32491794692334e-11,0.0651193893201026,2.7257852643935e-11,3.59871109539487e-10,-4.57838550060457e-10,4.65174430212474e-11,124.999999999637,0.408520496221737,0.0651193899015143,8.80735434574868e-09,-5.81411697455091e-10,0.636452407902151,-6.56716997382674e-08,-9.75980468265787,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999637,1.10389338681021e-06,7.26764621816756e-08
0.39,5.69475992241978e-11,0.0651193893154055,2.76982436395566e-11,3.7408336084877e-10,-4.81617629334306e-10,4.13463200982922e-11,124.999999999636,0.408520496221727,0.0651193899100933,8.80194628458465e-09,-5.94687776358029e-10,0.636452407973727,-6.56124229634591e-08,-9.75980468354112,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999636,1.1032423444566e-06,7.43359720445369e-08
0.4,6.07847553308228e-11,0.0651193893104694,2.80859992107198e-11,3.88301137280698e-10,-5.05640873531302e-10,3.60146543063052e-11,124.999999999634,0.408520496221718,0.0651193899183637,8.7966074805483e-09,-6.07894293127134e-10,0.636452408042777,-6.55553970042422e-08,-9.75980468439083,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999634,1.10259225131054e-06,7.59867866406694e-08
0.41,6.47605348998515e-11,0.065119389305292,2.84195696066046e-11,4.02511077418554e-10,-5.29883974771537e-10,3.05341827087953e-11,124.999999999634,0.408520496221712,0.065119389926326,8.79133940598181e-09,-6.21034004668219e-10,0.636452408109304,-6.55005787018425e-08,-9.75980468520708,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999634,1.10194309861421e-06,7.76292505832998e-08
0.42,6.88747018795451e-11,0.0651193892998711,2.86975210176448e-11,4.16700400363039e-10,-5.54322986210236e-10,2.49163062636802e-11,124.999999999633,0.408520496221707,0.0651193899339806,8.78614341264943e-09,-6.34109525778553e-10,0.636452408173311,-6.54479234004213e-08,-9.75980468599001,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999633,1.10129487803204e-06,7.92636907220867e-08
0.43,7.31269026108293e-11,0.065119389294205,2.89185321778328e-11,4.308568997056e-10,-5.78934335598213e-10,1.91720842302434e-11,124.999999999634,0.408520496221705,0.0651193899413285,8.7810207355114e-09,-6.47123528098821e-10,0.636452408234804,-6.53973852171128e-08,-9.75980468673972,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999634,1.10064758165253e-06,8.08904410121158e-08
0.44,7.75166713121561e-11,0.0651193892882919,2.90813909195334e-11,4.44968936146068e-10,-6.03694837893841e-10,1.33122302549576e-11,124.999999999635,0.408520496221704,0.0651193899483706,8.77597249652461e-09,-6.60078711691419e-10,0.636452408293789,-6.53489172874429e-08,-9.75980468745639,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999635,1.10000120198808e-06,8.25098389611867e-08
0.45,8.20434354824284e-11,0.0651193892821306,2.91849906967801e-11,4.59025428924678e-10,-6.28581699642406e-10,7.34710996886466e-12,124.999999999637,0.408520496221706,0.0651193899551083,8.77099970845493e-09,-6.72977705564468e-10,0.636452408350277,-6.53024719880372e-08,-9.75980468814019,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999637,1.099355731973e-06,8.41222131953145e-08
0.46,8.67065212118533e-11,0.0651193892757199,2.92283270914197e-11,4.73015846223819e-10,-6.53572534610555e-10,1.28673994267351e-12,124.99999999964,0.40852049622171,0.065119389961543,8.76610327868788e-09,-6.85823110304382e-10,0.636452408404278,-6.52580011383913e-08,-9.75980468879131,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.99999999964,1.09871116495991e-06,8.5727888787801e-08
0.47,9.15051583919798e-11,0.0651193892690589,2.92104943149948e-11,4.86930194681204e-10,-6.7864536329104e-10,-4.85921214178613e-12,124.999999999644,0.408520496221717,0.0651193899676765,8.76128401302587e-09,-6.98617540708428e-10,0.636452408455805,-6.52154561833407e-08,-9.75980468940999,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999644,1.09806749471475e-06,8.73271925883046e-08
0.48,9.64384858174415e-11,0.0651193892621468,2.91306817178914e-11,5.0075900814358e-10,-7.03778629970413e-10,-1.1081426233576e-11,124.999999999648,0.408520496221726,0.0651193899735105,8.75654261946112e-09,-7.11363639995581e-10,0.636452408504872,-6.51747883577539e-08,-9.75980468999647,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999648,1.09742471541055e-06,8.89204549991973e-08
0.49,1.01505556173075e-10,0.0651193892549832,2.8988170316036e-11,5.144933357785e-10,-7.28951203824845e-10,-1.73709276872627e-11,124.999999999653,0.408520496221738,0.0651193899790471,8.75187971191513e-09,-7.24063909276273e-10,0.636452408551496,-6.51359488348566e-08,-9.75980469055102,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999653,1.09678282162009e-06,9.0507988659283e-08
0.5,1.06705340901132e-10,0.0651193892475677,2.87823293442811e-11,5.28124729650961e-10,-7.54142388978706e-10,-2.37190841793901e-11,124.999999999659,0.408520496221752,0.0651193899842887,8.74729581393617e-09,-7.3672099176948e-10,0.636452408595692,-6.50988888594917e-08,-9.75980469107389,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999659,1.09614180830775e-06,9.20901239709337e-08
0.51,1.12036734944256e-10,0.0651193892399003,2.85126128445695e-11,5.41645231861864e-10,-7.79331933929517e-10,-3.01176018669263e-11,124.999999999666,0.408520496221768,0.0651193899892377,8.74279136234764e-09,-7.49337303320502e-10,0.636452408637481,-6.50635598675268e-08,-9.75980469156542,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999666,1.09550167082041e-06,9.36671629148123e-08
0.52,1.17498561360742e-10,0.0651193892319812,2.81785562960076e-11,5.55047361336146e-10,-8.04500031604459e-10,-3.65585208793518e-11,124.999999999673,0.408520496221788,0.0651193899938966,8.73836671084069e-09,-7.61915416094043e-10,0.636452408676883,-6.50299135925252e-08,-9.7598046920259,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999673,1.0948624048778e-06,9.52394270115065e-08
0.53,1.23089575809405e-10,0.0651193892238105,2.77797732930997e-11,5.68324100340079e-10,-8.29627329496812e-10,-4.30342102282464e-11,124.999999999682,0.40852049622181,0.0651193899982683,8.73402213350587e-09,-7.74457845411387e-10,0.63645240871392,-6.49979021607208e-08,-9.7598046924557,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999682,1.09422400656224e-06,9.68072306761769e-08
0.54,1.28808470902048e-10,0.0651193892153888,2.73159522775896e-11,5.81468880799508e-10,-8.54694932227229e-10,-4.95373622110143e-11,124.999999999691,0.408520496221835,0.0651193900023558,8.7297578282987e-09,-7.86966950274416e-10,0.636452408748615,-6.49674781752538e-08,-9.75980469285514,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999691,1.09358647230791e-06,9.8370868784059e-08
0.55,1.34653880422195e-10,0.0651193892067169,2.67868533286245e-11,5.94475570483726e-10,-8.79684407494516e-10,-5.60609863787182e-11,124.999999999702,0.408520496221863,0.0651193900061621,8.72557392043525e-09,-7.99445203371851e-10,0.636452408780992,-6.49385947905573e-08,-9.75980469322461,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999702,1.09294979888976e-06,9.99306504212427e-08
0.56,1.40624383409278e-10,0.0651193891977955,2.61923050152835e-11,6.07338459113152e-10,-9.04577788677904e-10,-6.25984031318416e-11,124.999999999713,0.408520496221894,0.0651193900096905,8.72147046571434e-09,-8.11894977916428e-10,0.636452408811078,-6.49112057777152e-08,-9.7598046935645,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999713,1.0923139834121e-06,1.0148687223932e-07
0.57,1.46718508108043e-10,0.0651193891886257,2.55322013149034e-11,6.20052244442989e-10,-9.29357584090827e-10,-6.91432370021092e-11,124.999999999725,0.408520496221928,0.0651193900129443,8.71744745376331e-09,-8.24318647120885e-10,0.636452408838899,-6.48852655815517e-08,-9.75980469387519,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999725,1.09167902329704e-06,1.03039830889884e-07
0.58,1.52934735783319e-10,0.0651193891792087,2.48064986000801e-11,6.32612018369546e-10,-9.54006771805817e-10,-7.56894096732561e-11,124.999999999738,0.408520496221965,0.0651193900159273,8.71350481120519e-09,-8.3671852735454e-10,0.636452408864483,-6.48607293701557e-08,-9.75980469415711,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999738,1.09104491627267e-06,1.04589815919098e-07
0.59,1.5927150440077e-10,0.065119389169546,2.4015212696715e-11,6.45013253100842e-10,-9.78508809672781e-10,-8.22311327887966e-11,124.999999999752,0.408520496222006,0.0651193900186429,8.7096424047453e-09,-8.49096906565001e-10,0.63645240888786,-6.48375530774898e-08,-9.75980469441068,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999752,1.09041166036127e-06,1.06137113320415e-07
0.6,1.65727212174581e-10,0.0651193891596391,2.31584160150205e-11,6.57251787428494e-10,-1.00284763399257e-09,-8.87629005903837e-11,124.999999999767,0.408520496222049,0.0651193900210951,8.70586004417596e-09,-8.61456015856458e-10,0.63645240890906,-6.48156934396833e-08,-9.75980469463634,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999767,1.08977925386734e-06,1.07682001981857e-07
0.61,1.72300220983347e-10,0.0651193891494897,2.22362347549808e-11,6.6932381313363e-10,-1.02700766307467e-09,-9.52794824262405e-11,124.999999999784,0.408520496222096,0.0651193900232878,8.70215748529817e-09,-8.73798128965666e-10,0.636452408928114,-6.47951080255651e-08,-9.75980469483456,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999784,1.08914769536578e-06,1.09224766120519e-07
0.62,1.78988859655734e-10,0.0651193891390996,2.12488461873874e-11,6.81225861555693e-10,-1.05097379819414e-09,-1.01775915165356e-10,124.999999999801,0.408520496222147,0.065119390025225,8.69853443275965e-09,-8.86125420153394e-10,0.636452408945057,-6.47757552619489e-08,-9.7598046950058,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999801,1.08851698368999e-06,1.10765677518998e-07
0.63,1.85791427127717e-10,0.0651193891284709,2.01964760112306e-11,6.9295479034943e-10,-1.07473142725778e-09,-1.08247495549652e-10,124.999999999819,0.4085204962222,0.0651193900269109,8.69499054280885e-09,-8.98439992626142e-10,0.636452408959918,-6.47575944541423e-08,-9.75980469515052,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999819,1.08788711792015e-06,1.12304999078106e-07
0.64,1.92706195473419e-10,0.0651193891176057,1.907939578792e-11,7.04507770452139e-10,-1.09826641969797e-09,-1.14689772513124e-10,124.999999999839,0.408520496222258,0.0651193900283497,8.69152542596483e-09,-9.10743978012115e-10,0.636452408972735,-6.47405858021182e-08,-9.75980469526922,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999839,1.08725809737157e-06,1.13842997251368e-07
0.65,1.99731412811776e-10,0.0651193891065064,1.78979204525322e-11,7.15882273280227e-10,-1.12156513275497e-09,-1.21098539493995e-10,124.99999999986,0.408520496222319,0.0651193900295458,8.68813864960327e-09,-9.23039479517811e-10,0.63645240898354,-6.47246904127497e-08,-9.7598046953624,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.99999999986,1.08662992158319e-06,1.15379934939597e-07
0.66,2.06865306091378e-10,0.0651193890951752,1.66524059020372e-11,7.27076058171479e-10,-1.14461440959171e-09,-1.27469826763228e-10,124.999999999881,0.408520496222383,0.0651193900305037,8.68482974045892e-09,-9.35328472452035e-10,0.636452408992371,-6.47098703084804e-08,-9.75980469543055,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999881,1.08600259030628e-06,1.16916059056393e-07
0.67,2.14106083756026e-10,0.0651193890836149,1.53432466602318e-11,7.38087160086921e-10,-1.16740157852117e-09,-1.33799893790224e-10,124.999999999904,0.408520496222451,0.0651193900312279,8.68159818704516e-09,-9.4761298896701e-10,0.636452408999264,-6.46960884327728e-08,-9.7598046954742,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999904,1.08537610349333e-06,1.18451623620786e-07
0.68,2.21451938293611e-10,0.0651193890718281,1.39708736189146e-11,7.48913877583957e-10,-1.18991445175218e-09,-1.4008522166428e-10,124.999999999928,0.408520496222523,0.0651193900317231,8.67844344199144e-09,-9.59894919106414e-10,0.636452409004257,-6.46833086526491e-08,-9.75980469549386,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999928,1.08475046128709e-06,1.19986864888233e-07
0.69,2.28901048671032e-10,0.0651193890598176,1.25357518546573e-11,7.59554761070371e-10,-1.21214132442623e-09,-1.46322505588239e-10,124.999999999954,0.408520496222599,0.0651193900319938,8.67536492429957e-09,-9.72176223968196e-10,0.636452409007387,-6.46714957586158e-08,-9.75980469549008,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.999999999954,1.08412566400997e-06,1.21522027995979e-07
0.7,2.36451582657978e-10,0.0651193890475863,1.10383785203766e-11,7.70008601346982e-10,-1.23407097453831e-09,-1.52508647458887e-10,124.99999999998,0.408520496222679,0.065119390032045,8.6723620215199e-09,-9.84458722541759e-10,0.636452409008691,-6.46606154622385e-08,-9.75980469546337,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,124.99999999998,1.08350171215355e-06,1.230573403177e-07
0.71,2.44101699042394e-10,0.0651193890351372,9.47928081077083e-12,7.80274418445009e-10,-1.25569266131515e-09,-1.58640748546848e-10,125.000000000008,0.408520496222763,0.0651193900318815,8.66943409184869e-09,-9.96744248027362e-10,0.636452409008211,-6.46506343916131e-08,-9.75980469541429,-2.5548496261166e-09,-0.0313647304957345,1.37503513817657e-08,0,0,0,0,0,0.760744961413278,0.760744961413278,125.000000000008,1.08287860636843e-06,1.24593031003428e-07
